Title_id,duration,gross,movie_title,num_voted_users,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,imdb_score
tt0955308,156,105219735,Robin Hood ,211765,1190s|archer|england|king of england|robin hood,546,English,USA,PG-13,200000000,6.7
tt1170358,186,258355354,The Hobbit: The Desolation of Smaug ,483540,dwarf|elf|lake town|mountain|sword and sorcery,951,English,USA,PG-13,225000000,7.9
tt0385752,113,70083519,The Golden Compass ,149019,children|epic|friend|girl|quest,666,English,USA,PG-13,180000000,6.1
tt0360717,201,218051260,King Kong ,316018,animal name in title|ape abducts a woman|gorilla|island|king kong,2618,English,New Zealand,PG-13,207000000,7.2
tt0120338,194,658672302,Titanic ,793059,artist|love|ship|titanic|wet,2528,English,USA,PG-13,200000000,7.7
tt3498820,147,407197282,Captain America: Civil War ,272670,based on comic book|knife|marvel cinematic universe|returning character killed off|superhero,1022,English,USA,PG-13,250000000,8.2
tt1440129,131,65173160,Battleship ,202382,box office flop|hawaii|naval|oahu hawaii|ship,751,English,USA,PG-13,209000000,5.9
tt0369610,124,652177271,Jurassic World ,418214,dinosaur|disaster film|experiment gone wrong|jurassic park|velociraptor,1290,English,USA,PG-13,150000000,7
tt1074638,143,304360277,Skyfall ,522030,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,1498,English,UK,PG-13,200000000,7.8
tt0316654,135,373377893,Spider-Man 2 ,411164,death|doctor|scientist|super villain|tentacle,1303,English,USA,PG-13,200000000,7.3
tt1300854,195,408992272,Iron Man 3 ,557489,armor|explosion|human bomb|missile attack|terrorist,1187,English,USA,PG-13,200000000,7.2
tt1014759,108,334185206,Alice in Wonderland ,306320,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,736,English,USA,PG,200000000,6.5
tt0376994,104,234360014,X-Men: The Last Stand ,383427,battle|mutant|outrage|walking through a wall|x men,1912,English,Canada,PG-13,210000000,6.8
tt1453405,104,268488329,Monsters University ,235025,cheating|fraternity|monster|singing in a car|university,265,English,USA,G,200000000,7.3
tt1055369,150,402076689,Transformers: Revenge of the Fallen ,323207,autobot|decepticon|machine|sun|symbol,1439,English,USA,PG-13,200000000,6
tt2109248,165,245428137,Transformers: Age of Extinction ,242420,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,918,English,USA,PG-13,210000000,5.7
tt1623205,130,234903076,Oz the Great and Powerful ,175409,circus|magic|magician|oz|witch,511,English,USA,PG,215000000,6.4
tt1872181,142,202853933,The Amazing Spider-Man 2 ,321227,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,1067,English,USA,PG-13,200000000,6.7
tt1104001,125,172051787,TRON: Legacy ,264183,arcade|bridge|disappearance|escape|warrior,665,English,USA,PG,170000000,6.8
tt1216475,106,191450875,Cars 2 ,101178,best friend|car race|conspiracy|gadget car|spy,283,English,USA,G,200000000,6.3
tt1133985,123,116593191,Green Lantern ,223393,autopsy|lantern|planet|ring|test pilot,550,English,USA,PG-13,200000000,5.6
tt0435761,103,414984497,Toy Story 3 ,544884,college|day care|escape|teddy bear|toy,733,English,USA,G,200000000,8.3
tt0438488,118,125320003,Terminator Salvation ,286095,death row|future|machine|rescue|skynet,974,English,USA,PG-13,200000000,6.6
tt2820852,140,350034110,Furious 7 ,278232,car falling off a cliff|hospital|revenge|star died before release|terrorist,657,English,USA,PG-13,190000000,7.2
tt0816711,123,202351611,World War Z ,465019,chaos|disease|infection|pandemic|zombie,995,English,USA,PG-13,190000000,7
tt1877832,149,233914986,X-Men: Days of Future Past ,514125,dystopia|super strength|supernatural power|time paradox|time travel,752,English,USA,PG-13,200000000,8
tt1408101,132,228756232,Star Trek Into Darkness ,395573,admiral|captain|manhunt|mission|space,1171,English,USA,PG-13,190000000,7.8
tt1351685,114,65171860,Jack the Giant Slayer ,106416,bean|giant|king|no opening credits|princess,205,English,USA,PG-13,195000000,6.3
tt1343092,143,144812796,The Great Gatsby ,362912,ingratitude|mansion|party|title appears in writing|tragedy,753,English,Australia,PG-13,105000000,7.3
tt0473075,116,90755643,Prince of Persia: The Sands of Time ,222403,alamut|dagger|king|persia|princess,453,English,USA,PG-13,200000000,6.6
tt1663662,131,101785482,Pacific Rim ,381148,giant monster|kaiju|pilot|portal|robot,1106,English,USA,PG-13,190000000,7
tt1399103,154,352358779,Transformers: Dark of the Moon ,326180,autobot|decepticon|job interview|moon|spacecraft,899,English,USA,PG-13,195000000,6.3
tt0367882,122,317011114,Indiana Jones and the Kingdom of the Crystal Skull ,333847,cult figure|femme fatale|indiana jones|unsubtitled foreign language|year 1957,2054,English,USA,PG-13,185000000,6.2
tt1979388,93,123070338,The Good Dinosaur ,62836,apatosaurus|asteroid|dinosaur|fear|river,345,English,USA,PG,,6.8
tt1217209,93,237282182,Brave ,273556,archery|coming of age|female warrior|princess|rebellious daughter,428,English,USA,PG,185000000,7.2
tt2660888,122,130468626,Star Trek Beyond ,53607,hatred|sequel|space opera|star trek|third part,432,English,USA,PG-13,185000000,7.5
tt0910970,98,223806889,WALL·E ,718837,earth|obesity|plant|robot|soil,1043,English,USA,G,180000000,8.4
tt0293564,91,140080850,Rush Hour 3 ,121084,ambassador|assassination|chinese|french|triad,221,English,USA,PG-13,140000000,6.2
tt1190080,158,166112167,2012 ,283418,ark|catastrophe|geologist|president|writer,1055,English,USA,PG-13,200000000,5.8
tt1067106,96,137850096,A Christmas Carol ,72809,charles dickens|christmas|christmas eve|ghost|scrooge,249,English,USA,PG,200000000,6.8
tt1617661,127,47375327,Jupiter Ascending ,139593,box office flop|critically bashed|planet earth|space opera|woman in bra and panties,720,English,USA,PG-13,176000000,5.4
tt0918940,110,124051759,The Legend of Tarzan ,42372,africa|capture|jungle|male objectification|tarzan,239,English,USA,PG-13,180000000,6.6
tt0363771,150,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",286506,hide and seek|lion|magic|professor|snow,1463,English,USA,PG,180000000,6.9
tt3385516,144,154985087,X-Men: Apocalypse ,148379,mutant|superhero|superhero team|x men|year 1983,622,English,USA,PG-13,178000000,7.3
tt0468569,152,533316061,The Dark Knight ,1676169,based on comic book|dc comics|psychopath|star died before release|urban setting,4667,English,USA,PG-13,185000000,9
tt1049413,96,292979556,Up ,665575,balloon|house|promise|retirement|skeleton,704,English,USA,PG,175000000,8.3
tt0892782,94,198332128,Monsters vs. Aliens ,114553,alien|alien invasion|alien space craft|giant|giantess,187,English,USA,PG,175000000,6.5
tt0371746,126,318298180,Iron Man ,696338,afghanistan|billionaire|inventor|playboy|u.s. air force,1055,English,USA,PG-13,140000000,7.9
tt0970179,126,73820094,Hugo ,245333,automaton|mechanical|railway station|steampunk|train,678,English,USA,PG,170000000,7.5
tt0120891,106,113745408,Wild Wild West ,129601,buddy movie|general|inventor|steampunk|utah,648,English,USA,PG-13,170000000,4.8
tt0859163,112,102176165,The Mummy: Tomb of the Dragon Emperor ,117927,army|china|emperor|mummy|shangri la,501,English,USA,PG-13,145000000,5.2
tt1386697,123,161087183,Suicide Squad ,118992,based on comic book|critically bashed|father daughter relationship|reference to superman|super villain,971,English,USA,PG-13,175000000,6.9
tt0413099,96,100289690,Evan Almighty ,115099,ark|change|congressman|depiction of god|flood,257,English,USA,PG,175000000,5.4
tt1631867,113,100189501,Edge of Tomorrow ,431620,alien|combat|dying repeatedly|end of the world|time loop,741,English,USA,PG-13,178000000,7.9
tt0114898,176,88246220,Waterworld ,144337,future|sail|sea|smoker|water,309,English,USA,PG-13,175000000,6.1
tt1046173,118,150167630,G.I. Joe: The Rise of Cobra ,174578,cobra|gi joe|snake|train|warhead,534,English,USA,PG-13,175000000,5.8
tt2096673,95,356454367,Inside Out ,345198,anger|joy|memory|running away|sadness,773,English,USA,PG,175000000,8.3
tt3040964,106,362645141,The Jungle Book ,106072,fire|jungle|remake|tiger|wolf,398,English,UK,PG,175000000,7.8
tt1228705,124,312057433,Iron Man 2 ,522371,hammer|military|monaco|revenge|tony stark,723,English,USA,PG-13,200000000,7
tt1735898,132,155111815,Snow White and the Huntsman ,228554,evil queen|fairy tale|magic|queen|snow white,710,English,USA,PG-13,170000000,6.1
tt1587310,97,241407328,Maleficent ,252257,curse|dark fantasy|fairy|king|kingdom,634,English,USA,PG,180000000,7
tt2103281,130,208543795,Dawn of the Planet of the Apes ,317542,ape|dam|leader|post apocalypse|sequel,620,English,USA,PG-13,170000000,7.6
tt1321869,109,,The Lovers ,2138,1770s|british india|great barrier reef|india|ring,15,English,Belgium,R,,4.5
tt1335975,128,38297305,47 Ronin ,116994,box office flop|ronin|samurai|shogun|tournament,324,English,USA,PG-13,175000000,6.3
tt1843866,136,259746958,Captain America: The Winter Soldier ,496749,conspiracy|heroism|megalomaniac|super soldier|world domination,742,English,USA,PG-13,170000000,7.8
tt0892791,93,238371987,Shrek Forever After ,138661,alternate world|fairy tale parody|female warrior|ogre|true love,173,English,USA,PG,165000000,6.4
tt1964418,130,93417865,Tomorrowland ,128306,boy genius|futuristic city|inventor|teenage girl|time travel,497,English,USA,PG,190000000,6.5
tt2245084,102,222487711,Big Hero 6 ,279093,high tech|martial arts|masked man|robot|superhero,433,English,USA,PG,165000000,7.9
tt1772341,101,189412677,Wreck-It Ralph ,272534,arcade|candy|glitch|king|medal,345,English,USA,PG,165000000,7.8
tt0338348,100,665426,The Polar Express ,120798,boy|christmas|christmas eve|north pole|train,444,English,USA,G,165000000,6.6
tt1628841,120,102315545,Independence Day: Resurgence ,58137,alien|battle|defense|independence day|mothership,520,English,USA,PG-13,165000000,5.5
tt0892769,98,217387997,How to Train Your Dragon ,485430,dragon|island|training|viking|village,492,English,USA,PG,165000000,8.2
tt0181852,109,150350192,Terminator 3: Rise of the Machines ,305340,drifter|exploding truck|future|machine|skynet,1676,English,USA,R,200000000,6.4
tt2015381,121,333130696,Guardians of the Galaxy ,682155,bounty hunter|outer space|raccoon|talking animal|tree,1097,English,USA,PG-13,170000000,8.1
tt0816692,169,187991439,Interstellar ,928227,black hole|father daughter relationship|saving the world|space travel|wormhole,2725,English,USA,PG-13,165000000,8.6
tt1375666,148,292568851,Inception ,1468200,ambiguous ending|corporate espionage|dream|subconscious|thief,2803,English,USA,PG-13,160000000,8.8
tt4262980,120,,Godzilla Resurgence ,374,blood|godzilla|monster|sequel,13,Japanese,Japan,,,8.2
tt0903624,182,303001229,The Hobbit: An Unexpected Journey ,637246,dragon|dwarf|hobbit|orc|wizard,1367,English,USA,PG-13,180000000,7.9
tt0232500,106,144512310,The Fast and the Furious ,272223,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988,English,USA,PG-13,38000000,6.7
tt0421715,166,127490802,The Curious Case of Benjamin Button ,459346,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,822,English,USA,PG-13,150000000,7.8
tt1270798,132,146405371,X-Men: First Class ,518537,cia|cia agent|mutant|nuclear war|professor,698,English,USA,PG-13,160000000,7.8
tt1951266,137,281666058,The Hunger Games: Mockingjay - Part 2 ,166137,death of sister|dystopia|execution|rebellion|revolution,383,English,USA,PG-13,160000000,6.6
tt0963966,109,63143812,The Sorcerer's Apprentice ,124185,chosen one|enchanted object|love|spell|training,238,English,USA,PG,150000000,6.1
tt0409182,98,60655503,Poseidon ,82380,cruise|escape|ocean|passenger|water,629,English,USA,PG-13,160000000,5.6
tt2567026,113,76846624,Alice Through the Looking Glass ,21352,clock|dark fantasy|mad hatter|queen|sequel,131,English,USA,PG,170000000,6.4
tt0413267,93,320706665,Shrek the Third ,211971,disney spoof|fairy tale|prince|princess|tough guy,326,English,USA,PG,160000000,6.1
tt0803096,123,46978995,Warcraft ,111609,based on video game|fictional language|fictional war|orc|sword and sorcery,781,English,USA,PG-13,160000000,7.3
tt1340138,126,89732035,Terminator Genisys ,188457,alternate timeline|cyborg|future|robot|time machine,867,English,USA,PG-13,155000000,6.6
tt0980970,113,104383624,The Chronicles of Narnia: The Voyage of the Dawn Treader ,106446,dragon|king|mouse|quest|warrior,227,English,USA,PG,155000000,6.3
tt0213149,184,198539855,Pearl Harbor ,254111,air raid|black smoke|japanese military|japanese navy|sunday,1999,English,USA,PG-13,140000000,6.1
tt0418279,144,318759914,Transformers ,513158,alien contact|autobot|decepticon|robot vs. robot|teenage hero,1782,English,USA,PG-13,150000000,7.1
tt0346491,206,34293771,Alexander ,138863,ancient greece|conquest|greek|greek myth|king,1390,English,Germany,R,155000000,5.5
tt0373889,138,292000866,Harry Potter and the Order of the Phoenix ,355137,battle|magic|school|teacher|wizard,1108,English,UK,PG-13,150000000,7.5
tt0330373,157,289994397,Harry Potter and the Goblet of Fire ,385670,fire|goblet|magic|tournament|wizard,1896,English,UK,PG-13,150000000,7.6
tt0448157,102,227946274,Hancock ,343648,bully comeuppance|destruction|prison|superhero|tough girl,590,English,USA,PG-13,150000000,6.4
tt0480249,104,256386216,I Am Legend ,530870,new york city|pandemic|post apocalypse|survivalist|virus,1413,English,USA,PG-13,150000000,7.2
tt0367594,115,206456431,Charlie and the Chocolate Factory ,320284,chocolate|diminution|miniaturization|physical flexability|ticket,1361,English,USA,PG,150000000,6.7
tt0382932,111,206435493,Ratatouille ,473887,chef|food|french|rat|restaurant,626,English,USA,G,150000000,8
tt0372784,128,205343774,Batman Begins ,980946,armored car|gangster|gotham|mixed martial arts|social decay,2685,English,USA,PG-13,150000000,8.3
tt0479952,89,179982968,Madagascar: Escape 2 Africa ,146019,africa|madagascar|new york city|sequel|zoo,119,English,USA,PG,150000000,6.7
tt1078912,105,177243721,Night at the Museum: Battle of the Smithsonian ,130272,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,209,English,USA,PG,150000000,5.9
tt0458525,119,179883016,X-Men Origins: Wolverine ,361924,army|civil war|claw fight|commando|wolverine the character,641,English,USA,PG-13,150000000,6.7
tt0242653,129,139259759,The Matrix Revolutions ,364948,battle|epic|fight|future|machine,2121,English,Australia,R,150000000,6.7
tt2294629,102,400736600,Frozen ,421658,magic|sister love|sister sister relationship|snow|snowman,904,English,USA,PG,150000000,7.6
tt0234215,138,281492479,The Matrix Reloaded ,421818,car motorcycle chase|one against many|oracle|prophecy|stylized violence,2789,English,USA,R,150000000,7.2
tt1981115,112,206360018,Thor: The Dark World ,414070,arrest|portal|thor|warrior|weapon,532,English,USA,PG-13,170000000,7.1
tt1392190,120,153629485,Mad Max: Fury Road ,552503,australia|desert|escape|on the run|post apocalypse,1588,English,Australia,R,150000000,8.1
tt0808151,146,133375846,Angels & Demons ,207839,conclave|illuminati|murder|reference to bernini|reference to raphael,435,English,USA,PG-13,150000000,6.7
tt0800369,115,181015141,Thor ,536314,battle|marvel cinematic universe|scientist|thor|throne,738,English,USA,PG-13,150000000,7
tt0397892,96,114053579,Bolt ,146766,cat|dog|hamster|new york city|superpower,178,English,USA,PG,150000000,6.9
tt0436339,88,119420252,G-Force ,33042,fbi director|guinea pig|household appliance|secret agent|talking mouse,90,English,USA,PG,150000000,5.1
tt1646987,99,83640426,Wrath of the Titans ,152826,ares|hades|titan|underworld|zeus,253,English,USA,PG-13,150000000,5.8
tt1077368,113,79711678,Dark Shadows ,199039,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,479,English,USA,PG-13,100000000,6.2
tt2381249,131,195000874,Mission: Impossible - Rogue Nation ,232187,capture|computer hacker|mission|rogue agent|spy,440,English,China,PG-13,150000000,7.4
tt0780653,119,61937495,The Wolfman ,89442,asylum|death|full moon|transformation|werewolf,432,English,USA,R,150000000,5.8
tt0918940,110,124051759,The Legend of Tarzan ,42372,africa|capture|jungle|male objectification|tarzan,239,English,USA,PG-13,180000000,6.6
tt0389790,91,126597121,Bee Movie ,105902,bee|dream sequence|egg|scatological humor|squashed bug,206,English,USA,PG,150000000,6.2
tt1302011,90,165230261,Kung Fu Panda 2 ,182718,china|kung fu|panda|peacock|tigress,209,English,USA,PG,150000000,7.3
tt0938283,103,131564731,The Last Airbender ,118951,avatar|fire|kingdom|tribe|water,1382,English,USA,PG,150000000,4.2
tt0317919,124,133382309,Mission: Impossible III ,256695,arms dealer|fictional government agency|mission|rescue|vatican,871,English,USA,PG-13,150000000,6.9
tt2334879,131,73103784,White House Down ,164238,black u.s. president|president|secret service|tour|white house,434,English,USA,PG-13,150000000,6.4
tt1305591,88,21379315,Mars Needs Moms ,17590,boy|martian|rescue|robot|sexism,112,English,USA,PG,150000000,5.4
tt0424095,85,64459316,Flushed Away ,85086,boat|frog|rat|sewer|toad,122,English,UK,PG,149000000,6.7
tt3332064,111,34964818,Pan ,39956,1940s|child hero|fantasy world|orphan|reference to peter pan,186,English,USA,PG,150000000,5.8
tt0864835,92,111505642,Mr. Peabody & Sherman ,47900,dog|father son relationship|inventor|talking dog|time travel,130,English,USA,PG,145000000,6.9
tt0332452,196,133228348,Troy ,381672,greek|mythology|prince|trojan|troy,1694,English,USA,R,175000000,7.2
tt1277953,93,216366733,Madagascar 3: Europe's Most Wanted ,119213,animal|circus|island name in title|lemur|penguin,154,English,USA,PG,145000000,6.9
tt0246460,133,160201106,Die Another Day ,169914,catfight|clinic|colonel|diamond|patricide,1185,English,UK,PG-13,142000000,6.1
tt1289401,116,118099659,Ghostbusters ,69757,ghost|ghostbuster|ghostbusters|male objectification|reboot,1211,English,USA,PG-13,144000000,5.5
tt0120591,153,201573391,Armageddon ,322395,asteroid|astronaut|bomb|meteorite|outer space,1171,English,USA,PG-13,140000000,6.6
tt0120912,88,190418803,Men in Black II ,270207,alien|lingerie|lingerie model|m.i.b.|pug,606,English,USA,PG-13,140000000,6.1
tt0442933,115,82161969,Beowulf ,142440,creature|demon|king|reward|warrior,505,English,USA,PG-13,150000000,6.3
tt2267968,95,143523463,Kung Fu Panda 3 ,64322,china|kung fu|panda|pig|village,145,English,USA,PG,145000000,7.2
tt1229238,133,209364921,Mission: Impossible - Ghost Protocol ,365104,dubai|kremlin|race against time|russian|terrorist,512,English,USA,PG-13,145000000,7.4
tt1446192,97,103400692,Rise of the Guardians ,123553,belief|box office hit|children|new york city|tooth,174,English,USA,PG,145000000,7.3
tt0369441,90,110332737,Fun with Dick and Jane ,110788,animal abuse|ceo|heist|suburb|unemployment,258,English,USA,PG-13,100000000,6.1
tt0325710,154,111110575,The Last Samurai ,317166,captain|emperor|honor|japan|samurai,928,English,USA,R,140000000,7.7
tt1528100,150,65007045,Exodus: Gods and Kings ,128682,egypt|exodus|moses|pharaoh|plague,657,English,UK,PG-13,140000000,6.1
tt0796366,127,257704099,Star Trek ,504419,box office hit|future|lifted by the throat|star trek|vulcan,1559,English,USA,PG-13,150000000,8
tt0145487,121,403706375,Spider-Man ,544665,evil|goblin|spider|spider man|superhero,2012,English,USA,PG-13,139000000,7.3
tt1646971,102,176997107,How to Train Your Dragon 2 ,221128,dragon|father son relationship|husband wife relationship|mother son relationship|viking,343,English,USA,PG,145000000,7.9
tt2404233,126,31141074,Gods of Egypt ,51892,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,273,English,USA,PG-13,140000000,5.5
tt0382992,121,31704416,Stealth ,45455,artificial intelligence|box office flop|fighter jet|navy|pilot,388,English,USA,PG-13,135000000,5
tt0409459,215,107503316,Watchmen ,392474,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,1229,English,USA,R,130000000,7.7
tt0122151,127,129734803,Lethal Weapon 4 ,127497,kung fu|lapd|martial arts|private investigator|triad,287,English,USA,R,140000000,6.6
tt0286716,138,132122995,Hulk ,212106,1980s|c 130 hercules|monster|panzer|san francisco california,1445,English,USA,PG-13,137000000,5.7
tt1583421,122,122512052,G.I. Joe: Retaliation ,146352,general|gi joe|martial arts|ninja|president,288,English,USA,PG-13,130000000,5.8
tt0318649,124,68642452,Sahara ,77673,beach|civil war|desert|dictator|ship,463,English,UK,PG-13,130000000,6
tt0173840,106,32131830,Final Fantasy: The Spirits Within ,72259,general|military|scientist|soldier|year 2065,788,English,USA,PG-13,137000000,6.4
tt0458339,124,176636816,Captain America: The First Avenger ,508818,arctic|captain america|scientist|tesseract|war bond,679,English,USA,PG-13,140000000,6.9
tt0143145,128,126930660,The World Is Not Enough ,157519,british|oil|scientist|terrorist|tycoon,683,English,UK,PG-13,135000000,6.4
tt0311113,138,93926386,Master and Commander: The Far Side of the World ,168207,1800s|napoleonic wars|pursuit|royal navy|ship,684,English,USA,PG-13,150000000,7.4
tt1673434,115,292298923,The Twilight Saga: Breaking Dawn - Part 2 ,185394,battle|friend|super strength|vampire|vision,329,English,USA,PG-13,120000000,5.5
tt1402488,100,63992328,Happy Feet 2 ,32399,3d|antarctica|krill|penguin|sequel,79,English,Australia,PG,135000000,5.9
tt0800080,135,134518390,The Incredible Hulk ,326286,antidote|cure|hulk|marvel cinematic universe|opening action scene,643,English,USA,PG-13,150000000,6.8
tt0086759,60,,Miami Vice ,16769,cult tv|detective|drugs|police|undercover,74,English,USA,TV-14,1500000,7.5
tt3691740,117,52792307,The BFG ,12572,cannibal|evil brother|giant|london england|queen,106,English,UK,PG,140000000,6.8
tt1663202,156,183635922,The Revenant ,406020,bear attack|cauterizing a wound|native american|revenge|survival,1188,English,USA,R,135000000,8.1
tt1860353,96,83024900,Turbo ,62424,accident|freak accident|race|snail|underdog,90,English,USA,PG,135000000,6.5
tt1192628,107,123207194,Rango ,183208,chameleon|lizard|sheriff|water|western town,337,English,USA,PG,135000000,7.2
tt1911658,92,83348920,Penguins of Madagascar ,60230,little girl|park|spy|statue of liberty|television van,118,English,USA,PG,132000000,6.7
tt0440963,115,227137090,The Bourne Ultimatum ,491077,action hero|cia|dark past|flashback|memory,820,English,USA,PG-13,110000000,8.1
tt0441773,92,215395021,Kung Fu Panda ,307029,kung fu|kung fu master|master|panda|snow leopard,360,English,USA,PG,130000000,7.6
tt0478970,117,180191634,Ant-Man ,313866,ant|chinatown san francisco|heist|sabotage|vault,549,English,USA,PG-13,130000000,7.4
tt1951264,146,424645577,The Hunger Games: Catching Fire ,498397,president|snow|television|tour|uprising,706,English,USA,PG-13,130000000,7.6
tt1673434,115,292298923,The Twilight Saga: Breaking Dawn - Part 2 ,185394,battle|friend|super strength|vampire|vision,329,English,USA,PG-13,120000000,5.5
tt2224026,94,177343675,Home ,70121,alien friendship|alien invasion|australia|flying car|mother daughter relationship,214,English,USA,PG,135000000,6.7
tt0407304,116,234277056,War of the Worlds ,334345,alien|fight|storm|survival|tripod,2741,English,USA,PG-13,132000000,6.5
tt0172156,147,138396624,Bad Boys II ,178126,cuba|dea|drugs|money|undercover,511,English,USA,R,130000000,6.6
tt0448694,90,149234747,Puss in Boots ,114287,betrayal|egg|friend|goose|hero,137,English,USA,PG,130000000,6.7
tt0944835,101,118311368,Salt ,245621,cia|on the run|russian|russian spy|strong female lead,514,English,USA,PG-13,110000000,6.4
tt1959490,138,101160529,Noah ,200022,ark|flood|noah's ark|water|wrath of god,1240,English,USA,PG-13,125000000,5.8
tt0983193,107,77564037,The Adventures of Tintin ,177383,captain|morocco|ship|tintin|treasure,447,English,USA,PG,135000000,7.4
tt0304141,142,249358727,Harry Potter and the Prisoner of Azkaban ,382255,magic|muggle|serial killer|traitor|wizard,1504,English,UK,PG,130000000,7.8
tt0455824,165,49551662,Australia ,102338,australia|cattle|darwin|drover|japanese,450,English,Australia,PG-13,130000000,6.6
tt1815862,100,60522097,After Earth ,158720,box office flop|father son team|fear|race against time|real life father and son playing father and son,744,English,USA,PG-13,130000000,4.9
tt0130623,82,137748063,Dinosaur ,38438,egg|iguanodon|lemur|meteor|nesting grounds,241,English,USA,PG,127500000,6.5
tt1680310,,,Harry Potter and the Deathly Hallows: Part II ,381,,2,English,UK,,,7.5
tt2692250,98,113733726,Night at the Museum: Secret of the Tomb ,67223,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,126,English,USA,PG,127000000,6.2
tt1001526,95,148337537,Megamind ,172754,battle|city|planet|prison|superhero,187,English,USA,PG,130000000,7.3
tt0241527,159,317557891,Harry Potter and the Sorcerer's Stone ,444683,based on novel|birthday|evil wizard|quidditch|wizard,1571,English,UK,PG,125000000,7.5
tt0790736,96,33592415,R.I.P.D. ,91640,drug dealer|gold|partner|police|undead,210,English,USA,PG-13,130000000,5.6
tt4262980,120,,Godzilla Resurgence ,374,blood|godzilla|monster|sequel,13,Japanese,Japan,,,8.2
tt0325980,143,305388685,Pirates of the Caribbean: The Curse of the Black Pearl ,809474,caribbean|curse|governor|pirate|undead,2113,English,USA,PG-13,140000000,8.1
tt1571403,,,Harry Potter and the Deathly Hallows: Part I ,252,,2,English,UK,,,6.4
tt1951265,123,337103873,The Hunger Games: Mockingjay - Part 1 ,305008,based on young adult novel|manipulation|rebellion|symbol|uprising,591,English,USA,PG-13,125000000,6.7
